name	term	lev	seq	value
"mitochondrion"	GO:0005739	4	isogroup16448	0
"mitochondrion"	GO:0005739	4	isogroup18442	0
"mitochondrion"	GO:0005739	4	isogroup18750	0.00049032545388679
"mitochondrion"	GO:0005739	4	isogroup28495	0.617605174854545
"mitochondrion"	GO:0005739	4	isogroup32717	0
"mitochondrion"	GO:0005739	4	isogroup3573	0
"mitochondrion"	GO:0005739	4	isogroup45072	0.284385055934424
"mitochondrion"	GO:0005739	4	isogroup6742	0.798179011158754
"mitochondrion"	GO:0005739	4	isogroup7847	0.070263121164241
"nuclear part"	GO:0044428	3	isogroup1001	0.277347660497372
"nuclear part"	GO:0044428	3	isogroup10021	0
"nuclear part"	GO:0044428	3	isogroup10082	0
"nuclear part"	GO:0044428	3	isogroup1035	0
"nuclear part"	GO:0044428	3	isogroup10391	0.981768138135219
"nuclear part"	GO:0044428	3	isogroup10622	0.158892227654282
"nuclear part"	GO:0044428	3	isogroup11839	0
"nuclear part"	GO:0044428	3	isogroup12045	0
"nuclear part"	GO:0044428	3	isogroup13845	0
"nuclear part"	GO:0044428	3	isogroup13849	0
"nuclear part"	GO:0044428	3	isogroup1521	0
"nuclear part"	GO:0044428	3	isogroup1790	0
"nuclear part"	GO:0044428	3	isogroup1862	0.812743312729771
"nuclear part"	GO:0044428	3	isogroup2027	0.249666018984349
"nuclear part"	GO:0044428	3	isogroup22366	0.144352635361119
"nuclear part"	GO:0044428	3	isogroup22792	0.0607514762197401
"nuclear part"	GO:0044428	3	isogroup22834	0
"nuclear part"	GO:0044428	3	isogroup2361	0.465946792645457
"nuclear part"	GO:0044428	3	isogroup2378	0
"nuclear part"	GO:0044428	3	isogroup24085	0
"nuclear part"	GO:0044428	3	isogroup2481	0
"nuclear part"	GO:0044428	3	isogroup25912	0
"nuclear part"	GO:0044428	3	isogroup2660	0
"nuclear part"	GO:0044428	3	isogroup2816	0
"nuclear part"	GO:0044428	3	isogroup29489	1.15029854020298
"nuclear part"	GO:0044428	3	isogroup5371	0
"nuclear part"	GO:0044428	3	isogroup5564	0
"nuclear part"	GO:0044428	3	isogroup5602	1.65577526028858
"nuclear part"	GO:0044428	3	isogroup6026	0.258154472112621
"nuclear part"	GO:0044428	3	isogroup7139	1.55435498880372
"nuclear part"	GO:0044428	3	isogroup7391	0
"nuclear part"	GO:0044428	3	isogroup8194	0.618935218619984
"nuclear part"	GO:0044428	3	isogroup868	0
"nuclear part"	GO:0044428	3	isogroup8933	1.32246569891107
"nuclear part"	GO:0044428	3	isogroup8939	0.581122778534521
"nuclear part"	GO:0044428	3	isogroup8979	0
"nuclear part"	GO:0044428	3	isogroup9165	0
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup1622	4.95070251704402
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup33666	0.980485235555693
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup34537	0.362956803886047
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup6348	0.347714234540409
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup8556	0.00049032545388679
"signal recognition particle, endoplasmic reticulum targeting"	GO:0005786;GO:0048500	3	isogroup896	0.584937878345878
"chromosomal part"	GO:0044427	3	isogroup10457	0.000490325342336834
"chromosomal part"	GO:0044427	3	isogroup1106	0
"chromosomal part"	GO:0044427	3	isogroup11613	0
"chromosomal part"	GO:0044427	3	isogroup11932	0
"chromosomal part"	GO:0044427	3	isogroup12302	0.000490325342336834
"chromosomal part"	GO:0044427	3	isogroup12578	0.00098120391320292
"chromosomal part"	GO:0044427	3	isogroup12856	0.85818319179929
"chromosomal part"	GO:0044427	3	isogroup14238	0.444804547573037
"chromosomal part"	GO:0044427	3	isogroup14771	0.637447175548651
"chromosomal part"	GO:0044427	3	isogroup14865	0
"chromosomal part"	GO:0044427	3	isogroup15453	0
"chromosomal part"	GO:0044427	3	isogroup15512	0
"chromosomal part"	GO:0044427	3	isogroup15600	0
"chromosomal part"	GO:0044427	3	isogroup15940	0
"chromosomal part"	GO:0044427	3	isogroup16833	0
"chromosomal part"	GO:0044427	3	isogroup17109	0.355658802514873
"chromosomal part"	GO:0044427	3	isogroup19429	0.901444161997468
"chromosomal part"	GO:0044427	3	isogroup23718	0
"chromosomal part"	GO:0044427	3	isogroup23888	0
"chromosomal part"	GO:0044427	3	isogroup24744	0
"chromosomal part"	GO:0044427	3	isogroup25020	0.266360325458067
"chromosomal part"	GO:0044427	3	isogroup26159	0
"chromosomal part"	GO:0044427	3	isogroup2653	0
"chromosomal part"	GO:0044427	3	isogroup26977	0
"chromosomal part"	GO:0044427	3	isogroup27534	0.0100240728712896
"chromosomal part"	GO:0044427	3	isogroup2834	0
"chromosomal part"	GO:0044427	3	isogroup29287	0
"chromosomal part"	GO:0044427	3	isogroup2967	0.932146087755348
"chromosomal part"	GO:0044427	3	isogroup31155	0
"chromosomal part"	GO:0044427	3	isogroup31740	0
"chromosomal part"	GO:0044427	3	isogroup34386	0
"chromosomal part"	GO:0044427	3	isogroup4498	2.02677221347083
"chromosomal part"	GO:0044427	3	isogroup5175	1.29112975720225
"chromosomal part"	GO:0044427	3	isogroup6287	0
"chromosomal part"	GO:0044427	3	isogroup6761	0
"chromosomal part"	GO:0044427	3	isogroup6848	0.930385918644074
"chromosomal part"	GO:0044427	3	isogroup6852	0.197472074454381
"chromosomal part"	GO:0044427	3	isogroup71	0.593778037883975
"chromosomal part"	GO:0044427	3	isogroup7113	0.636656513436327
"chromosomal part"	GO:0044427	3	isogroup7279	0
"chromosomal part"	GO:0044427	3	isogroup7574	0
"chromosomal part"	GO:0044427	3	isogroup8632	0
"chromosomal part"	GO:0044427	3	isogroup8939	0.581122778534521
"chromosomal part"	GO:0044427	3	isogroup9265	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup1041	0.633934589164547
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup11409	1.17437630385439
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup11471	0.0899957037877683
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup12740	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup13314	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup13858	0.000490325342336834
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup15047	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup16115	0.0180163105411704
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup17041	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup17377	0.00440528044045774
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup17673	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup19191	0.107354376986536
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup22679	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup22734	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup22893	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup2308	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup23551	0.155689182182229
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup2526	0.839699902273215
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup26229	1.74423040173308
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup26587	0.828859861791231
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup2840	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup2855	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup4252	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5084	1.09571818074698
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5236	2.0668669486396
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5504	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5649	0.166094072568574
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5716	0.000693586770689404
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup5718	2.21620247280738
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup6069	0.00049032545388679
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup6206	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup7961	0
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup8834	1.21119563559348
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup9292	0.138932601259331
"protein serine/threonine phosphatase complex"	GO:0005963;GO:0008287;GO:0017023	2	isogroup4656	0
"bounding membrane of organelle"	GO:0098588	3	isogroup10986	0
"bounding membrane of organelle"	GO:0098588	3	isogroup11636	0
"bounding membrane of organelle"	GO:0098588	3	isogroup11674	0
"bounding membrane of organelle"	GO:0098588	3	isogroup12096	0.0707484243366399
"bounding membrane of organelle"	GO:0098588	3	isogroup12790	0.772894861163651
"bounding membrane of organelle"	GO:0098588	3	isogroup1302	0
"bounding membrane of organelle"	GO:0098588	3	isogroup13468	0
"bounding membrane of organelle"	GO:0098588	3	isogroup14691	0
"bounding membrane of organelle"	GO:0098588	3	isogroup15418	0.395321497702303
"bounding membrane of organelle"	GO:0098588	3	isogroup17237	0.174989289440343
"bounding membrane of organelle"	GO:0098588	3	isogroup20111	0
"bounding membrane of organelle"	GO:0098588	3	isogroup33387	0
"bounding membrane of organelle"	GO:0098588	3	isogroup4047	0
"bounding membrane of organelle"	GO:0098588	3	isogroup4453	0
"bounding membrane of organelle"	GO:0098588	3	isogroup5223	0
"bounding membrane of organelle"	GO:0098588	3	isogroup6036	0
"bounding membrane of organelle"	GO:0098588	3	isogroup9469	0
"oxidoreductase complex"	GO:1990204	3	isogroup10385	0
"oxidoreductase complex"	GO:1990204	3	isogroup10485	0
"oxidoreductase complex"	GO:1990204	3	isogroup10654	0
"oxidoreductase complex"	GO:1990204	3	isogroup11573	0.352701825081994
"oxidoreductase complex"	GO:1990204	3	isogroup12461	0.701111183548609
"oxidoreductase complex"	GO:1990204	3	isogroup13369	0.27735703493985
"oxidoreductase complex"	GO:1990204	3	isogroup13943	0
"oxidoreductase complex"	GO:1990204	3	isogroup2642	0
"oxidoreductase complex"	GO:1990204	3	isogroup4186	0.398418687195566
"oxidoreductase complex"	GO:1990204	3	isogroup5805	0
"oxidoreductase complex"	GO:1990204	3	isogroup7092	0
"oxidoreductase complex"	GO:1990204	3	isogroup7262	0
"oxidoreductase complex"	GO:1990204	3	isogroup8141	0
"oxidoreductase complex"	GO:1990204	3	isogroup8648	0.0262213785067203
"oxidoreductase complex"	GO:1990204	3	isogroup9057	2.24726874991596
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup10087	0.55288418912209
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup10128	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup11728	0.150899930404406
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup12220	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup12279	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup13222	0.374104027207976
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup13477	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup14349	0.000693586810146689
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup14638	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup15142	1.55617640201682
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup15256	0.0175504442515954
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup15469	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup17093	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup17880	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup18442	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup18750	0.00049032545388679
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup1885	0.940456178905385
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup19603	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup2369	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup2380	0.301238491749601
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup25826	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup26402	0.694837804784089
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup27717	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup30008	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup30332	0.0205222545718981
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup3573	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup37930	0.937153677758226
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup4251	0.211609329339688
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup43301	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup4964	0.885863461505538
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup5110	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup5490	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup5518	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup6385	0.210119607592099
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup6742	0.798179011158754
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup6859	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup7648	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup8316	0.464360511688016
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup9269	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup9326	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup9360	0.894501457027925
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup9509	0.785578978727228
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup9858	0
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup12096	0.0707484243366399
"mitochondrial membrane"	GO:0005743;GO:0019866;GO:0031966	4	isogroup33387	0
"endoplasmic reticulum"	GO:0005783	2	isogroup10635	1.13909588313989
"endoplasmic reticulum"	GO:0005783	2	isogroup11063	0.090505828393067
"endoplasmic reticulum"	GO:0005783	2	isogroup11342	0
"endoplasmic reticulum"	GO:0005783	2	isogroup11923	0.667851670474369
"endoplasmic reticulum"	GO:0005783	2	isogroup15302	0
"endoplasmic reticulum"	GO:0005783	2	isogroup25347	0.0789411885706721
"endoplasmic reticulum"	GO:0005783	2	isogroup26537	0
"endoplasmic reticulum"	GO:0005783	2	isogroup27044	0
"endoplasmic reticulum"	GO:0005783	2	isogroup2891	1.18355372588958
"endoplasmic reticulum"	GO:0005783	2	isogroup4469	1.07864088668845
"endoplasmic reticulum"	GO:0005783	2	isogroup5129	0.928163893024731
"endoplasmic reticulum"	GO:0005783	2	isogroup5372	1.13027168539474
"endoplasmic reticulum"	GO:0005783	2	isogroup6004	1.14187211586034
"endoplasmic reticulum"	GO:0005783	2	isogroup6415	0.746910155677402
"endoplasmic reticulum"	GO:0005783	2	isogroup7180	0.119221651988052
"endoplasmic reticulum"	GO:0005783	2	isogroup7635	0
"endoplasmic reticulum"	GO:0005783	2	isogroup8149	0
"endoplasmic reticulum"	GO:0005783	2	isogroup8881	1.04091865080911
"endoplasmic reticulum"	GO:0005783	2	isogroup9460	0
"chromatin"	GO:0000785	2	isogroup1106	0
"chromatin"	GO:0000785	2	isogroup12302	0.000490325342336834
"chromatin"	GO:0000785	2	isogroup12856	0.85818319179929
"chromatin"	GO:0000785	2	isogroup14238	0.444804547573037
"chromatin"	GO:0000785	2	isogroup14865	0
"chromatin"	GO:0000785	2	isogroup15512	0
"chromatin"	GO:0000785	2	isogroup19429	0.901444161997468
"chromatin"	GO:0000785	2	isogroup26159	0
"chromatin"	GO:0000785	2	isogroup2834	0
"chromatin"	GO:0000785	2	isogroup2967	0.932146087755348
"chromatin"	GO:0000785	2	isogroup34386	0
"chromatin"	GO:0000785	2	isogroup5175	1.29112975720225
"chromatin"	GO:0000785	2	isogroup6287	0
"chromatin"	GO:0000785	2	isogroup6761	0
"chromatin"	GO:0000785	2	isogroup71	0.593778037883975
"chromatin"	GO:0000785	2	isogroup7113	0.636656513436327
"chromatin"	GO:0000785	2	isogroup7574	0
"chromatin"	GO:0000785	2	isogroup8632	0
"microtubule associated complex"	GO:0005875	2	isogroup10098	0.0895238048709749
"microtubule associated complex"	GO:0005875	2	isogroup10139	0
"microtubule associated complex"	GO:0005875	2	isogroup14894	0.766112829138202
"microtubule associated complex"	GO:0005875	2	isogroup1495	0
"microtubule associated complex"	GO:0005875	2	isogroup15072	0
"microtubule associated complex"	GO:0005875	2	isogroup1509	0
"microtubule associated complex"	GO:0005875	2	isogroup1685	0
"microtubule associated complex"	GO:0005875	2	isogroup19542	0
"microtubule associated complex"	GO:0005875	2	isogroup2216	0.341665303398961
"microtubule associated complex"	GO:0005875	2	isogroup2317	0
"microtubule associated complex"	GO:0005875	2	isogroup2446	0.117689361610932
"microtubule associated complex"	GO:0005875	2	isogroup2643	0
"microtubule associated complex"	GO:0005875	2	isogroup3370	0
"microtubule associated complex"	GO:0005875	2	isogroup3594	0.785661390202021
"microtubule associated complex"	GO:0005875	2	isogroup3700	0
"microtubule associated complex"	GO:0005875	2	isogroup4101	0
"microtubule associated complex"	GO:0005875	2	isogroup478	0.291394186336857
"microtubule associated complex"	GO:0005875	2	isogroup4973	0
"microtubule associated complex"	GO:0005875	2	isogroup5370	0.0201685046044984
"microtubule associated complex"	GO:0005875	2	isogroup546	0
"microtubule associated complex"	GO:0005875	2	isogroup6682	2.89319534233171
"microtubule associated complex"	GO:0005875	2	isogroup6878	0
"microtubule associated complex"	GO:0005875	2	isogroup7790	0
"microtubule associated complex"	GO:0005875	2	isogroup789	1.72152068784492
"microtubule associated complex"	GO:0005875	2	isogroup850	0
"microtubule associated complex"	GO:0005875	2	isogroup874	0
"microtubule associated complex"	GO:0005875	2	isogroup984	0.579601783816362
"vacuole"	GO:0005773;GO:0000323	2	isogroup13013	0
"vacuole"	GO:0005773;GO:0000323	2	isogroup15096	0
"vacuole"	GO:0005773;GO:0000323	2	isogroup19421	0.834971003562021
"vacuole"	GO:0005773;GO:0000323	2	isogroup20599	0.0977954792551823
"vacuole"	GO:0005773;GO:0000323	2	isogroup20862	0.866344732557983
"vacuole"	GO:0005773;GO:0000323	2	isogroup22671	0.0832736979297196
"vacuole"	GO:0005773;GO:0000323	2	isogroup5212	0.213809209080929
"vacuole"	GO:0005773;GO:0000323	2	isogroup6043	0
"vacuole"	GO:0005773;GO:0000323	2	isogroup7724	0
"integral component of Golgi membrane"	GO:0030173	3	isogroup13858	0.000490325342336834
"integral component of Golgi membrane"	GO:0030173	3	isogroup21165	0.0789198748830261
"integral component of Golgi membrane"	GO:0030173	3	isogroup24771	0.279418100402489
"integral component of Golgi membrane"	GO:0030173	3	isogroup27419	0.625760954464996
"integral component of Golgi membrane"	GO:0030173	3	isogroup5718	2.21620247280738
"integral component of Golgi membrane"	GO:0030173	3	isogroup7428	0.718419203769166
"integral component of organelle membrane"	GO:0031301	2	isogroup11072	0.21105484628489
"integral component of organelle membrane"	GO:0031301	2	isogroup13858	0.000490325342336834
"integral component of organelle membrane"	GO:0031301	2	isogroup20468	0.00290885411788512
"integral component of organelle membrane"	GO:0031301	2	isogroup21027	0
"integral component of organelle membrane"	GO:0031301	2	isogroup21165	0.0789198748830261
"integral component of organelle membrane"	GO:0031301	2	isogroup24771	0.279418100402489
"integral component of organelle membrane"	GO:0031301	2	isogroup27419	0.625760954464996
"integral component of organelle membrane"	GO:0031301	2	isogroup5718	2.21620247280738
"integral component of organelle membrane"	GO:0031301	2	isogroup6320	0.485689622420948
"integral component of organelle membrane"	GO:0031301	2	isogroup7428	0.718419203769166
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup12717	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup15626	0.0900499651257392
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup16068	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup16193	0.63810013500333
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup16330	0.000849619122848727
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup17701	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup17722	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup19485	0.558348534798619
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup20057	1.74628943590579
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup20855	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup21627	0.019769960754724
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup24038	0.678987436749525
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup24215	0.193952740287991
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup25055	0.448519516015119
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup25498	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup26413	0.843885140804054
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup29481	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup29745	0.284644209866708
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup30558	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup31486	0.250792234467215
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup32918	0.127848763647001
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup35281	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup4452	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup5436	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup8147	1.52277611448693
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup8453	0.674163626672534
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup8497	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroup24272	0.0275968619808823
"mitochondrial membrane part"	GO:0044455	3	isogroup13432	0
"mitochondrial membrane part"	GO:0044455	3	isogroup17218	0
