name	term	lev	seq	value
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup13477	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup15144	0.0316378625199367
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup15256	0.0175504442515954
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup15469	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup16448	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup16804	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup17880	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup17956	0.630477401971599
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup18750	0.00049032545388679
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup19430	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup19603	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup2109	0.21432046032947
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup22830	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup2380	0.301238491749601
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup2739	0.292826011169537
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup2788	2.38473965227226
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup2846	0.181594914233723
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup3573	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup3766	2.57632425042312
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4157	0.731414630296701
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4345	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4745	0.139318015172232
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4819	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4894	0.548385794358042
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4964	0.885863461505538
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5110	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup525	0.997363980613046
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5295	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5490	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5518	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6142	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6274	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6316	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6358	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6385	0.210119607592099
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6420	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6742	0.798179011158754
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6859	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup7777	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup7786	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup8487	0.473707277909507
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup870	0.421869171907112
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup8965	0.148379463216728
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9110	0.0950834955446566
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9269	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9326	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9509	0.785578978727228
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9722	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9820	0.656326094195834
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9858	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup11674	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup1261	0.6339737521381
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup12688	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup20111	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4711	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup4883	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5069	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup5223	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6036	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup6390	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup7354	0
"organic anion transmembrane transporter activity"	GO:0046943;GO:0005342;GO:0008514	3	isogroup9565	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup10191	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup16804	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup19430	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup22830	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup2583	0.173049314380124
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup4345	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup4819	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup525	0.997363980613046
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup5295	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup7786	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup870	0.421869171907112
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup8965	0.148379463216728
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup9110	0.0950834955446566
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup9722	0
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup2739	0.292826011169537
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup2788	2.38473965227226
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup2846	0.181594914233723
"modified amino acid transmembrane transporter activity"	GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349	2	isogroup3766	2.57632425042312
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup10812	0
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup14125	0
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup2909	0
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup4204	0.87518218773339
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5004	0
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5101	0.439383480463896
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5265	0
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup8799	0.412384694205544
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup9918	0.0655893943722534
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup1311	0.00214133027331612
"SMAD binding"	GO:0046332	3	isogroup4289	0
"SMAD binding"	GO:0046332	3	isogroup451	0.80570797377454
"SMAD binding"	GO:0046332	3	isogroup5779	0.00326279443042414
"SMAD binding"	GO:0046332	3	isogroup6868	0
"SMAD binding"	GO:0046332	3	isogroup6950	0.00402977130737386
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup1523	0.0398033970392455
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup228	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup264	2.34422142213477
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup2735	0.743763538509741
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup3383	0.29836250353413
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup5306	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup548	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup558	0.402674779568888
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup6108	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup641	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup763	0.931408810689296
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup834	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup884	1.62091241052429
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001	2	isogroup916	4.73490299784287
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup10233	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup12213	0.485592670301466
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup13895	0.369926296881081
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup14127	1.14780537787053
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup15886	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup17722	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup20433	0.52785388388381
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup21253	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup5340	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup6887	0.476443898267155
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup8800	0
"endodeoxyribonuclease activity"	GO:0004520	6	isogroup8869	0.120422270935015
"poly(A)-specific ribonuclease activity"	GO:0004535	2	isogroup10898	0
"poly(A)-specific ribonuclease activity"	GO:0004535	2	isogroup1949	0
"poly(A)-specific ribonuclease activity"	GO:0004535	2	isogroup2458	0
"poly(A)-specific ribonuclease activity"	GO:0004535	2	isogroup3116	0.840960709512427
"poly(A)-specific ribonuclease activity"	GO:0004535	2	isogroup835	0.281697378355427
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup10485	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup15542	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup16549	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup20820	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup24367	0.0725517855702263
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup27424	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup8155	0
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup8648	0.0262213785067203
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup3841	0.30383897065101
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup7447	1.00802761611555
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup8148	0.918841503125975
"S-acetyltransferase activity"	GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941	6	isogroup5063	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup101	0.674727196914508
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup10176	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1020	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1054	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1059	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1066	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup11156	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup11381	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1153	0.352701064503471
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup11582	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup11685	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1223	0.117498091651708
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1240	1.13973568691798
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1259	2.45062692632557
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1267	1.17391682143242
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup12957	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1327	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup13598	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup13672	1.01430870637374
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup13828	0.986642177937473
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup14117	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1452	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup14592	3.87232978315919
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1503	0.130453756506224
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1531	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup15410	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup15973	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup16300	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup16428	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1645	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup16691	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1719	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1729	0.641924073565045
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1750	0.569006939439086
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1760	0.113521751128815
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1782	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1823	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup18386	0.00049032545388679
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1861	0.702162733032154
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup1978	1.29285524539497
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup20141	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2048	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup206	0.9912306034651
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup20997	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup21173	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2162	0.741299262730556
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2172	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup22367	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2241	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup226	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup23793	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2385	0.154148202382144
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup23997	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup24182	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup24379	0.541271515113183
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup24658	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup25423	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup25544	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2587	0.0337395175287914
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup26027	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2667	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2697	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup272	1.16482896496437
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup27622	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2927	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup2946	0.671084412494879
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup29491	3.0190166471958
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup29838	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3032	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup30838	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3256	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup33172	3.05627378940617
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3583	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3633	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3644	0.158404792711613
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3848	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3852	0.000693586770689404
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3868	1.32548874261503
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup390	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3969	0.244486333086461
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup3982	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4012	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4063	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4095	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup41	0.704360649979186
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4395	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4406	0.481331163335912
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4447	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup456	0.657151396852842
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4628	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4630	0.00662456918911604
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4659	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4720	0.205337682267986
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4743	0
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup4777	1.47026243214297
"ATPase activity"	GO:0042623;GO:0016887	2	isogroup478	0.291394186336857
